fund_name,resources_k,requirements_k,fy,basis,doc_id,page,notes
General Fund (100),1188261,1188261,2021-22,actual-budgetary,budget-fy2025-26-vol1,98,native unit thousands of dollars; requirements total printed on p.99; resources total on cited p.98 (totals equal per column)
General Fund (100),830038,830038,2022-23,actual-budgetary,budget-fy2025-26-vol1,98,requirements total printed on p.99; resources total on cited p.98 (totals equal per column)
General Fund (100),873375,873375,2023-24,actual-budgetary,budget-fy2025-26-vol1,98,requirements total printed on p.99; resources total on cited p.98 (totals equal per column)
General Fund (100),854394,854394,2024-25,revised,budget-fy2025-26-vol1,98,column header 'Budget 2024-25' (current-year budget as shown in FY2025-26 adopted book); requirements total printed on p.99; resources total on cited p.98 (totals equal per column)
General Fund (100),868580,868580,2025-26,proposed,budget-fy2025-26-vol1,98,requirements total printed on p.99; resources total on cited p.98 (totals equal per column)
General Fund (100),868580,868580,2025-26,approved,budget-fy2025-26-vol1,98,requirements total printed on p.99; resources total on cited p.98 (totals equal per column)
General Fund (100),868580,868580,2025-26,adopted,budget-fy2025-26-vol1,98,requirements total printed on p.99; resources total on cited p.98 (totals equal per column)
Special Revenue Funds (200),216693,216693,2021-22,actual-budgetary,budget-fy2025-26-vol1,111,requirements total printed on p.112; resources total on cited p.111 (totals equal per column)
Special Revenue Funds (200),249353,249353,2022-23,actual-budgetary,budget-fy2025-26-vol1,111,requirements total printed on p.112; resources total on cited p.111 (totals equal per column)
Special Revenue Funds (200),247560,247560,2023-24,actual-budgetary,budget-fy2025-26-vol1,111,requirements total printed on p.112; resources total on cited p.111 (totals equal per column)
Special Revenue Funds (200),224318,224318,2024-25,revised,budget-fy2025-26-vol1,111,column header 'Budget 2024-25' (current-year budget as shown in FY2025-26 adopted book); requirements total printed on p.112; resources total on cited p.111 (totals equal per column)
Special Revenue Funds (200),224805,224805,2025-26,proposed,budget-fy2025-26-vol1,111,requirements total printed on p.112; resources total on cited p.111 (totals equal per column)
Special Revenue Funds (200),224805,224805,2025-26,approved,budget-fy2025-26-vol1,111,requirements total printed on p.112; resources total on cited p.111 (totals equal per column)
Special Revenue Funds (200),224805,224805,2025-26,adopted,budget-fy2025-26-vol1,111,requirements total printed on p.112; resources total on cited p.111 (totals equal per column)
Debt Service Funds (300),232104,232104,2021-22,actual-budgetary,budget-fy2025-26-vol1,148,requirements total printed on p.149; resources total on cited p.148 (totals equal per column)
Debt Service Funds (300),245042,245042,2022-23,actual-budgetary,budget-fy2025-26-vol1,148,requirements total printed on p.149; resources total on cited p.148 (totals equal per column)
Debt Service Funds (300),265585,265585,2023-24,actual-budgetary,budget-fy2025-26-vol1,148,requirements total printed on p.149; resources total on cited p.148 (totals equal per column)
Debt Service Funds (300),259264,259264,2024-25,revised,budget-fy2025-26-vol1,148,column header 'Budget 2024-25' (current-year budget as shown in FY2025-26 adopted book); requirements total printed on p.149; resources total on cited p.148 (totals equal per column)
Debt Service Funds (300),272690,272690,2025-26,proposed,budget-fy2025-26-vol1,148,requirements total printed on p.149; resources total on cited p.148 (totals equal per column)
Debt Service Funds (300),272690,272690,2025-26,approved,budget-fy2025-26-vol1,148,requirements total printed on p.149; resources total on cited p.148 (totals equal per column)
Debt Service Funds (300),272690,272690,2025-26,adopted,budget-fy2025-26-vol1,148,requirements total printed on p.149; resources total on cited p.148 (totals equal per column)
Capital Projects Funds (400),780619,780619,2021-22,actual-budgetary,budget-fy2025-26-vol1,164,requirements total printed on p.165; resources total on cited p.164 (totals equal per column)
Capital Projects Funds (400),1020043,1020043,2022-23,actual-budgetary,budget-fy2025-26-vol1,164,requirements total printed on p.165; resources total on cited p.164 (totals equal per column)
Capital Projects Funds (400),785500,785500,2023-24,actual-budgetary,budget-fy2025-26-vol1,164,requirements total printed on p.165; resources total on cited p.164 (totals equal per column)
Capital Projects Funds (400),1030393,1030393,2024-25,revised,budget-fy2025-26-vol1,164,column header 'Budget 2024-25' (current-year budget as shown in FY2025-26 adopted book); requirements total printed on p.165; resources total on cited p.164 (totals equal per column)
Capital Projects Funds (400),643773,643773,2025-26,proposed,budget-fy2025-26-vol1,164,requirements total printed on p.165; resources total on cited p.164 (totals equal per column)
Capital Projects Funds (400),643773,643773,2025-26,approved,budget-fy2025-26-vol1,164,requirements total printed on p.165; resources total on cited p.164 (totals equal per column)
Capital Projects Funds (400),643773,643773,2025-26,adopted,budget-fy2025-26-vol1,164,requirements total printed on p.165; resources total on cited p.164 (totals equal per column)
Internal Service Funds (600),7693,7693,2021-22,actual-budgetary,budget-fy2025-26-vol1,200,requirements total printed on p.201; resources total on cited p.200 (totals equal per column)
Internal Service Funds (600),7494,7494,2022-23,actual-budgetary,budget-fy2025-26-vol1,200,requirements total printed on p.201; resources total on cited p.200 (totals equal per column)
Internal Service Funds (600),7683,7683,2023-24,actual-budgetary,budget-fy2025-26-vol1,200,requirements total printed on p.201; resources total on cited p.200 (totals equal per column)
Internal Service Funds (600),25509,25509,2024-25,revised,budget-fy2025-26-vol1,200,column header 'Budget 2024-25' (current-year budget as shown in FY2025-26 adopted book); requirements total printed on p.201; resources total on cited p.200 (totals equal per column)
Internal Service Funds (600),25269,25269,2025-26,proposed,budget-fy2025-26-vol1,200,requirements total printed on p.201; resources total on cited p.200 (totals equal per column)
Internal Service Funds (600),25269,25269,2025-26,approved,budget-fy2025-26-vol1,200,requirements total printed on p.201; resources total on cited p.200 (totals equal per column)
Internal Service Funds (600),25269,25269,2025-26,adopted,budget-fy2025-26-vol1,200,requirements total printed on p.201; resources total on cited p.200 (totals equal per column)
All Funds total,2425370,2425370,2021-22,actual-budgetary,budget-fy2025-26-vol1,89,requirements total printed on p.90; resources total on cited p.89 (totals equal per column)
All Funds total,2351970,2351970,2022-23,actual-budgetary,budget-fy2025-26-vol1,89,requirements total printed on p.90; resources total on cited p.89 (totals equal per column)
All Funds total,2179703,2179703,2023-24,actual-budgetary,budget-fy2025-26-vol1,89,requirements total printed on p.90; resources total on cited p.89 (totals equal per column)
All Funds total,2393878,2393878,2024-25,revised,budget-fy2025-26-vol1,89,column header 'Budget 2024-25' (current-year budget as shown in FY2025-26 adopted book); requirements total printed on p.90; resources total on cited p.89 (totals equal per column)
All Funds total,2035117,2035117,2025-26,proposed,budget-fy2025-26-vol1,89,requirements total printed on p.90; resources total on cited p.89 (totals equal per column)
All Funds total,2035117,2035117,2025-26,approved,budget-fy2025-26-vol1,89,requirements total printed on p.90; resources total on cited p.89 (totals equal per column)
All Funds total,2035117,2035117,2025-26,adopted,budget-fy2025-26-vol1,89,requirements total printed on p.90; resources total on cited p.89 (totals equal per column)
General Fund (100),,868580,2025-26,approved,lb1-fy2025-26,1,"LB-1 Summary of Budget Requirements as Approved; native unit whole dollars, rounded to K; $868,580,271 printed"
Special Revenue Fund (200),,224805,2025-26,approved,lb1-fy2025-26,1,"LB-1 Summary of Budget Requirements as Approved; native unit whole dollars, rounded to K; $224,804,657 printed"
Debt Service Fund (300),,272690,2025-26,approved,lb1-fy2025-26,1,"LB-1 Summary of Budget Requirements as Approved; native unit whole dollars, rounded to K; $272,689,626 printed"
Capital Project Fund (400),,643773,2025-26,approved,lb1-fy2025-26,1,"LB-1 Summary of Budget Requirements as Approved; native unit whole dollars, rounded to K; $643,773,338 printed"
Internal Service Fund (600),,25269,2025-26,approved,lb1-fy2025-26,1,"LB-1 Summary of Budget Requirements as Approved; native unit whole dollars, rounded to K; $25,268,660 printed"
All Funds total,,2035117,2025-26,approved,lb1-fy2025-26,1,"LB-1 Summary of Budget Requirements as Approved; native unit whole dollars, rounded to K; $2,035,116,552 printed"
