function_code,label,amount_k,fy,basis,doc_id,page,notes
1000,Instruction,316029,2015-16,actual-budgetary,budget-fy2019-20-book,83,"native unit thousands; Summary of Requirements by Major Program - General Fund; appropriations resolution p415 prints 1000=371,970 and 2000=289,512 (rounding)"
1000,Instruction,324119,2016-17,actual-budgetary,budget-fy2019-20-book,83,
1000,Instruction,339412,2017-18,actual-budgetary,budget-fy2019-20-book,83,
1000,Instruction,349859,2018-19,revised,budget-fy2019-20-book,83,
1000,Instruction,370511,2019-20,proposed,budget-fy2019-20-book,83,
1000,Instruction,371969,2019-20,approved,budget-fy2019-20-book,83,
1000,Instruction,371969,2019-20,adopted,budget-fy2019-20-book,83,
2000,Support Services,220666,2015-16,actual-budgetary,budget-fy2019-20-book,83,
2000,Support Services,238435,2016-17,actual-budgetary,budget-fy2019-20-book,83,
2000,Support Services,248784,2017-18,actual-budgetary,budget-fy2019-20-book,83,
2000,Support Services,272498,2018-19,revised,budget-fy2019-20-book,83,
2000,Support Services,283849,2019-20,proposed,budget-fy2019-20-book,83,
2000,Support Services,289511,2019-20,approved,budget-fy2019-20-book,83,
2000,Support Services,289511,2019-20,adopted,budget-fy2019-20-book,83,
3000,Enterprise and Community Services,1794,2015-16,actual-budgetary,budget-fy2019-20-book,83,
3000,Enterprise and Community Services,1701,2016-17,actual-budgetary,budget-fy2019-20-book,83,
3000,Enterprise and Community Services,2160,2017-18,actual-budgetary,budget-fy2019-20-book,83,
3000,Enterprise and Community Services,1515,2018-19,revised,budget-fy2019-20-book,83,
3000,Enterprise and Community Services,1901,2019-20,proposed,budget-fy2019-20-book,83,
3000,Enterprise and Community Services,1901,2019-20,approved,budget-fy2019-20-book,83,
3000,Enterprise and Community Services,1901,2019-20,adopted,budget-fy2019-20-book,83,
5200,Transfers of Funds,7407,2015-16,actual-budgetary,budget-fy2019-20-book,83,
5200,Transfers of Funds,15941,2016-17,actual-budgetary,budget-fy2019-20-book,83,
5200,Transfers of Funds,5328,2017-18,actual-budgetary,budget-fy2019-20-book,83,
5200,Transfers of Funds,5879,2018-19,revised,budget-fy2019-20-book,83,
5200,Transfers of Funds,3704,2019-20,proposed,budget-fy2019-20-book,83,
5200,Transfers of Funds,1704,2019-20,approved,budget-fy2019-20-book,83,
5200,Transfers of Funds,1704,2019-20,adopted,budget-fy2019-20-book,83,
6000,Contingencies,0,2015-16,actual-budgetary,budget-fy2019-20-book,83,
6000,Contingencies,0,2016-17,actual-budgetary,budget-fy2019-20-book,83,
6000,Contingencies,0,2017-18,actual-budgetary,budget-fy2019-20-book,83,
6000,Contingencies,25252,2018-19,revised,budget-fy2019-20-book,83,
6000,Contingencies,26682,2019-20,proposed,budget-fy2019-20-book,83,
6000,Contingencies,26682,2019-20,approved,budget-fy2019-20-book,83,
6000,Contingencies,26682,2019-20,adopted,budget-fy2019-20-book,83,
7000,Unappropriated Fund Balance,37835,2015-16,actual-budgetary,budget-fy2019-20-book,83,
7000,Unappropriated Fund Balance,20104,2016-17,actual-budgetary,budget-fy2019-20-book,83,
7000,Unappropriated Fund Balance,38282,2017-18,actual-budgetary,budget-fy2019-20-book,83,
7000,Unappropriated Fund Balance,0,2018-19,revised,budget-fy2019-20-book,83,
7000,Unappropriated Fund Balance,0,2019-20,proposed,budget-fy2019-20-book,83,
7000,Unappropriated Fund Balance,0,2019-20,approved,budget-fy2019-20-book,83,
7000,Unappropriated Fund Balance,0,2019-20,adopted,budget-fy2019-20-book,83,
,Total Requirements,583732,2015-16,actual-budgetary,budget-fy2019-20-book,83,
,Total Requirements,600301,2016-17,actual-budgetary,budget-fy2019-20-book,83,
,Total Requirements,633966,2017-18,actual-budgetary,budget-fy2019-20-book,83,
,Total Requirements,655002,2018-19,revised,budget-fy2019-20-book,83,
,Total Requirements,686647,2019-20,proposed,budget-fy2019-20-book,83,
,Total Requirements,691767,2019-20,approved,budget-fy2019-20-book,83,
,Total Requirements,691767,2019-20,adopted,budget-fy2019-20-book,83,
