object_code,label,amount_k,fy,basis,doc_id,page,notes
111,Licensed Salaries,216251,2017-18,actual-budgetary,budget-fy2021-22-vol1,153,native unit thousands of dollars; zero rows printed as dash
111,Licensed Salaries,224724,2018-19,actual-budgetary,budget-fy2021-22-vol1,153,
111,Licensed Salaries,225339,2019-20,actual-budgetary,budget-fy2021-22-vol1,153,
111,Licensed Salaries,240465,2020-21,revised,budget-fy2021-22-vol1,153,
111,Licensed Salaries,247667,2021-22,proposed,budget-fy2021-22-vol1,153,
111,Licensed Salaries,247667,2021-22,approved,budget-fy2021-22-vol1,153,
111,Licensed Salaries,247667,2021-22,adopted,budget-fy2021-22-vol1,153,
1121,Classified - Represented,44190,2017-18,actual-budgetary,budget-fy2021-22-vol1,153,
1121,Classified - Represented,46871,2018-19,actual-budgetary,budget-fy2021-22-vol1,153,
1121,Classified - Represented,51293,2019-20,actual-budgetary,budget-fy2021-22-vol1,153,
1121,Classified - Represented,56597,2020-21,revised,budget-fy2021-22-vol1,153,
1121,Classified - Represented,59187,2021-22,proposed,budget-fy2021-22-vol1,153,
1121,Classified - Represented,59367,2021-22,approved,budget-fy2021-22-vol1,153,
1121,Classified - Represented,59367,2021-22,adopted,budget-fy2021-22-vol1,153,
1122,Non - Represented Staff,24439,2017-18,actual-budgetary,budget-fy2021-22-vol1,153,
1122,Non - Represented Staff,23853,2018-19,actual-budgetary,budget-fy2021-22-vol1,153,
1122,Non - Represented Staff,26815,2019-20,actual-budgetary,budget-fy2021-22-vol1,153,
1122,Non - Represented Staff,33353,2020-21,revised,budget-fy2021-22-vol1,153,
1122,Non - Represented Staff,34559,2021-22,proposed,budget-fy2021-22-vol1,153,
1122,Non - Represented Staff,34698,2021-22,approved,budget-fy2021-22-vol1,153,
1122,Non - Represented Staff,34698,2021-22,adopted,budget-fy2021-22-vol1,153,
113,Administrators,25257,2017-18,actual-budgetary,budget-fy2021-22-vol1,153,
113,Administrators,26199,2018-19,actual-budgetary,budget-fy2021-22-vol1,153,
113,Administrators,29247,2019-20,actual-budgetary,budget-fy2021-22-vol1,153,
113,Administrators,31391,2020-21,revised,budget-fy2021-22-vol1,153,
113,Administrators,33682,2021-22,proposed,budget-fy2021-22-vol1,153,
113,Administrators,33682,2021-22,approved,budget-fy2021-22-vol1,153,
113,Administrators,33682,2021-22,adopted,budget-fy2021-22-vol1,153,
,Other Salaries,20453,2017-18,actual-budgetary,budget-fy2021-22-vol1,153,
,Other Salaries,23236,2018-19,actual-budgetary,budget-fy2021-22-vol1,153,
,Other Salaries,23482,2019-20,actual-budgetary,budget-fy2021-22-vol1,153,
,Other Salaries,20919,2020-21,revised,budget-fy2021-22-vol1,153,
,Other Salaries,21101,2021-22,proposed,budget-fy2021-22-vol1,153,
,Other Salaries,21101,2021-22,approved,budget-fy2021-22-vol1,153,
,Other Salaries,21101,2021-22,adopted,budget-fy2021-22-vol1,153,printed without an object code (salary detail line within 100-object group)
200,Associated Payroll Costs,157828,2017-18,actual-budgetary,budget-fy2021-22-vol1,153,
200,Associated Payroll Costs,159479,2018-19,actual-budgetary,budget-fy2021-22-vol1,153,
200,Associated Payroll Costs,176456,2019-20,actual-budgetary,budget-fy2021-22-vol1,153,
200,Associated Payroll Costs,188303,2020-21,revised,budget-fy2021-22-vol1,153,
200,Associated Payroll Costs,192992,2021-22,proposed,budget-fy2021-22-vol1,153,
200,Associated Payroll Costs,193128,2021-22,approved,budget-fy2021-22-vol1,153,
200,Associated Payroll Costs,193128,2021-22,adopted,budget-fy2021-22-vol1,153,
300,Purchased Services,81918,2017-18,actual-budgetary,budget-fy2021-22-vol1,153,
300,Purchased Services,87227,2018-19,actual-budgetary,budget-fy2021-22-vol1,153,
300,Purchased Services,84559,2019-20,actual-budgetary,budget-fy2021-22-vol1,153,
300,Purchased Services,96688,2020-21,revised,budget-fy2021-22-vol1,153,
300,Purchased Services,97641,2021-22,proposed,budget-fy2021-22-vol1,153,
300,Purchased Services,99694,2021-22,approved,budget-fy2021-22-vol1,153,
300,Purchased Services,99694,2021-22,adopted,budget-fy2021-22-vol1,153,
400,Supplies And Materials,13042,2017-18,actual-budgetary,budget-fy2021-22-vol1,153,
400,Supplies And Materials,16788,2018-19,actual-budgetary,budget-fy2021-22-vol1,153,
400,Supplies And Materials,18945,2019-20,actual-budgetary,budget-fy2021-22-vol1,153,
400,Supplies And Materials,29400,2020-21,revised,budget-fy2021-22-vol1,153,
400,Supplies And Materials,16505,2021-22,proposed,budget-fy2021-22-vol1,153,
400,Supplies And Materials,17204,2021-22,approved,budget-fy2021-22-vol1,153,
400,Supplies And Materials,17204,2021-22,adopted,budget-fy2021-22-vol1,153,
500,Capital Outlay,2595,2017-18,actual-budgetary,budget-fy2021-22-vol1,153,
500,Capital Outlay,2539,2018-19,actual-budgetary,budget-fy2021-22-vol1,153,
500,Capital Outlay,1936,2019-20,actual-budgetary,budget-fy2021-22-vol1,153,
500,Capital Outlay,1996,2020-21,revised,budget-fy2021-22-vol1,153,
500,Capital Outlay,2352,2021-22,proposed,budget-fy2021-22-vol1,153,
500,Capital Outlay,3011,2021-22,approved,budget-fy2021-22-vol1,153,
500,Capital Outlay,3011,2021-22,adopted,budget-fy2021-22-vol1,153,
600,Other Objects,4384,2017-18,actual-budgetary,budget-fy2021-22-vol1,153,
600,Other Objects,4297,2018-19,actual-budgetary,budget-fy2021-22-vol1,153,
600,Other Objects,5235,2019-20,actual-budgetary,budget-fy2021-22-vol1,153,
600,Other Objects,6204,2020-21,revised,budget-fy2021-22-vol1,153,
600,Other Objects,7378,2021-22,proposed,budget-fy2021-22-vol1,153,
600,Other Objects,9378,2021-22,approved,budget-fy2021-22-vol1,153,
600,Other Objects,9378,2021-22,adopted,budget-fy2021-22-vol1,153,
700,Transfers,5328,2017-18,actual-budgetary,budget-fy2021-22-vol1,153,
700,Transfers,5492,2018-19,actual-budgetary,budget-fy2021-22-vol1,153,
700,Transfers,1311,2019-20,actual-budgetary,budget-fy2021-22-vol1,153,
700,Transfers,1234,2020-21,revised,budget-fy2021-22-vol1,153,
700,Transfers,1136,2021-22,proposed,budget-fy2021-22-vol1,153,
700,Transfers,1136,2021-22,approved,budget-fy2021-22-vol1,153,
700,Transfers,1136,2021-22,adopted,budget-fy2021-22-vol1,153,
581000,Operating Contingency,0,2017-18,actual-budgetary,budget-fy2021-22-vol1,153,
581000,Operating Contingency,0,2018-19,actual-budgetary,budget-fy2021-22-vol1,153,
581000,Operating Contingency,0,2019-20,actual-budgetary,budget-fy2021-22-vol1,153,
581000,Operating Contingency,40946,2020-21,revised,budget-fy2021-22-vol1,153,
581000,Operating Contingency,47500,2021-22,proposed,budget-fy2021-22-vol1,153,
581000,Operating Contingency,51896,2021-22,approved,budget-fy2021-22-vol1,153,
581000,Operating Contingency,51896,2021-22,adopted,budget-fy2021-22-vol1,153,
376520,Budgeted Ending Fund Balance,38282,2017-18,actual-budgetary,budget-fy2021-22-vol1,153,
376520,Budgeted Ending Fund Balance,39887,2018-19,actual-budgetary,budget-fy2021-22-vol1,153,
376520,Budgeted Ending Fund Balance,64474,2019-20,actual-budgetary,budget-fy2021-22-vol1,153,
376520,Budgeted Ending Fund Balance,0,2020-21,revised,budget-fy2021-22-vol1,153,
376520,Budgeted Ending Fund Balance,0,2021-22,proposed,budget-fy2021-22-vol1,153,
376520,Budgeted Ending Fund Balance,0,2021-22,approved,budget-fy2021-22-vol1,153,
376520,Budgeted Ending Fund Balance,0,2021-22,adopted,budget-fy2021-22-vol1,153,
TOTAL,TOTAL REQUIREMENTS,633966,2017-18,actual-budgetary,budget-fy2021-22-vol1,153,
TOTAL,TOTAL REQUIREMENTS,660592,2018-19,actual-budgetary,budget-fy2021-22-vol1,153,
TOTAL,TOTAL REQUIREMENTS,709092,2019-20,actual-budgetary,budget-fy2021-22-vol1,153,
TOTAL,TOTAL REQUIREMENTS,747497,2020-21,revised,budget-fy2021-22-vol1,153,
TOTAL,TOTAL REQUIREMENTS,761700,2021-22,proposed,budget-fy2021-22-vol1,153,
TOTAL,TOTAL REQUIREMENTS,771963,2021-22,approved,budget-fy2021-22-vol1,153,
TOTAL,TOTAL REQUIREMENTS,771963,2021-22,adopted,budget-fy2021-22-vol1,153,
