function_code,label,amount_k,fy,basis,doc_id,page,notes
1000,Instruction,339412,2017-18,actual-budgetary,budget-fy2021-22-vol1,152,native unit thousands of dollars; zero rows printed as dash
1000,Instruction,347734,2018-19,actual-budgetary,budget-fy2021-22-vol1,152,
1000,Instruction,359882,2019-20,actual-budgetary,budget-fy2021-22-vol1,152,
1000,Instruction,386097,2020-21,revised,budget-fy2021-22-vol1,152,
1000,Instruction,385422,2021-22,proposed,budget-fy2021-22-vol1,152,
1000,Instruction,386622,2021-22,approved,budget-fy2021-22-vol1,152,
1000,Instruction,386622,2021-22,adopted,budget-fy2021-22-vol1,152,
2000,Support Services,248784,2017-18,actual-budgetary,budget-fy2021-22-vol1,152,
2000,Support Services,265988,2018-19,actual-budgetary,budget-fy2021-22-vol1,152,
2000,Support Services,281918,2019-20,actual-budgetary,budget-fy2021-22-vol1,152,
2000,Support Services,317406,2020-21,revised,budget-fy2021-22-vol1,152,
2000,Support Services,324026,2021-22,proposed,budget-fy2021-22-vol1,152,
2000,Support Services,328092,2021-22,approved,budget-fy2021-22-vol1,152,
2000,Support Services,328092,2021-22,adopted,budget-fy2021-22-vol1,152,
3000,Enterprise And Community Svcs,2160,2017-18,actual-budgetary,budget-fy2021-22-vol1,152,
3000,Enterprise And Community Svcs,1491,2018-19,actual-budgetary,budget-fy2021-22-vol1,152,
3000,Enterprise And Community Svcs,1507,2019-20,actual-budgetary,budget-fy2021-22-vol1,152,
3000,Enterprise And Community Svcs,1814,2020-21,revised,budget-fy2021-22-vol1,152,
3000,Enterprise And Community Svcs,2393,2021-22,proposed,budget-fy2021-22-vol1,152,"Attachment A p.375 prints proposed 3000 as 2,394 (vs 2,393 here); adopted 2,993 vs 2,994 in Attachment A - rounding"
3000,Enterprise And Community Svcs,2993,2021-22,approved,budget-fy2021-22-vol1,152,
3000,Enterprise And Community Svcs,2993,2021-22,adopted,budget-fy2021-22-vol1,152,
5100,Debt Service,0,2017-18,actual-budgetary,budget-fy2021-22-vol1,152,
5100,Debt Service,0,2018-19,actual-budgetary,budget-fy2021-22-vol1,152,
5100,Debt Service,0,2019-20,actual-budgetary,budget-fy2021-22-vol1,152,
5100,Debt Service,0,2020-21,revised,budget-fy2021-22-vol1,152,
5100,Debt Service,1223,2021-22,proposed,budget-fy2021-22-vol1,152,
5100,Debt Service,1223,2021-22,approved,budget-fy2021-22-vol1,152,
5100,Debt Service,1223,2021-22,adopted,budget-fy2021-22-vol1,152,
5200,Transfers Of Funds,5328,2017-18,actual-budgetary,budget-fy2021-22-vol1,152,
5200,Transfers Of Funds,5492,2018-19,actual-budgetary,budget-fy2021-22-vol1,152,
5200,Transfers Of Funds,1311,2019-20,actual-budgetary,budget-fy2021-22-vol1,152,
5200,Transfers Of Funds,1234,2020-21,revised,budget-fy2021-22-vol1,152,
5200,Transfers Of Funds,1136,2021-22,proposed,budget-fy2021-22-vol1,152,
5200,Transfers Of Funds,1136,2021-22,approved,budget-fy2021-22-vol1,152,
5200,Transfers Of Funds,1136,2021-22,adopted,budget-fy2021-22-vol1,152,
6000,Contingencies,0,2017-18,actual-budgetary,budget-fy2021-22-vol1,152,
6000,Contingencies,0,2018-19,actual-budgetary,budget-fy2021-22-vol1,152,
6000,Contingencies,0,2019-20,actual-budgetary,budget-fy2021-22-vol1,152,
6000,Contingencies,40946,2020-21,revised,budget-fy2021-22-vol1,152,
6000,Contingencies,47500,2021-22,proposed,budget-fy2021-22-vol1,152,
6000,Contingencies,51896,2021-22,approved,budget-fy2021-22-vol1,152,
6000,Contingencies,51896,2021-22,adopted,budget-fy2021-22-vol1,152,
7000,Unappropriated Fund Balance,38282,2017-18,actual-budgetary,budget-fy2021-22-vol1,152,
7000,Unappropriated Fund Balance,39887,2018-19,actual-budgetary,budget-fy2021-22-vol1,152,
7000,Unappropriated Fund Balance,64474,2019-20,actual-budgetary,budget-fy2021-22-vol1,152,
7000,Unappropriated Fund Balance,0,2020-21,revised,budget-fy2021-22-vol1,152,
7000,Unappropriated Fund Balance,0,2021-22,proposed,budget-fy2021-22-vol1,152,
7000,Unappropriated Fund Balance,0,2021-22,approved,budget-fy2021-22-vol1,152,
7000,Unappropriated Fund Balance,0,2021-22,adopted,budget-fy2021-22-vol1,152,
TOTAL,TOTAL REQUIREMENTS,633966,2017-18,actual-budgetary,budget-fy2021-22-vol1,152,
TOTAL,TOTAL REQUIREMENTS,660592,2018-19,actual-budgetary,budget-fy2021-22-vol1,152,
TOTAL,TOTAL REQUIREMENTS,709092,2019-20,actual-budgetary,budget-fy2021-22-vol1,152,
TOTAL,TOTAL REQUIREMENTS,747497,2020-21,revised,budget-fy2021-22-vol1,152,
TOTAL,TOTAL REQUIREMENTS,761700,2021-22,proposed,budget-fy2021-22-vol1,152,
TOTAL,TOTAL REQUIREMENTS,771963,2021-22,approved,budget-fy2021-22-vol1,152,
TOTAL,TOTAL REQUIREMENTS,771963,2021-22,adopted,budget-fy2021-22-vol1,152,
