function_code,label,amount_k,fy,basis,doc_id,page,notes
1000,Instruction,347734,2018-19,actual-budgetary,budget-fy2022-23-vol1,150,"native unit thousands of dollars in source; 2021-22 column printed as 'Budget', recorded as adopted"
1000,Instruction,359882,2019-20,actual-budgetary,budget-fy2022-23-vol1,150,
1000,Instruction,363865,2020-21,actual-budgetary,budget-fy2022-23-vol1,150,
1000,Instruction,386622,2021-22,adopted,budget-fy2022-23-vol1,150,
1000,Instruction,399183,2022-23,proposed,budget-fy2022-23-vol1,150,
1000,Instruction,406337,2022-23,approved,budget-fy2022-23-vol1,150,
1000,Instruction,406337,2022-23,adopted,budget-fy2022-23-vol1,150,
2000,Support Services,265988,2018-19,actual-budgetary,budget-fy2022-23-vol1,150,GF detail p153 prints proposed subtotal 337875 vs 339250 here (unexplained 1375 gap in proposed column)
2000,Support Services,281918,2019-20,actual-budgetary,budget-fy2022-23-vol1,150,
2000,Support Services,285720,2020-21,actual-budgetary,budget-fy2022-23-vol1,150,
2000,Support Services,328092,2021-22,adopted,budget-fy2022-23-vol1,150,
2000,Support Services,339250,2022-23,proposed,budget-fy2022-23-vol1,150,
2000,Support Services,341772,2022-23,approved,budget-fy2022-23-vol1,150,
2000,Support Services,341772,2022-23,adopted,budget-fy2022-23-vol1,150,
3000,Enterprise And Community Svcs,1491,2018-19,actual-budgetary,budget-fy2022-23-vol1,150,
3000,Enterprise And Community Svcs,1507,2019-20,actual-budgetary,budget-fy2022-23-vol1,150,
3000,Enterprise And Community Svcs,5115,2020-21,actual-budgetary,budget-fy2022-23-vol1,150,
3000,Enterprise And Community Svcs,2993,2021-22,adopted,budget-fy2022-23-vol1,150,
3000,Enterprise And Community Svcs,3100,2022-23,proposed,budget-fy2022-23-vol1,150,
3000,Enterprise And Community Svcs,3100,2022-23,approved,budget-fy2022-23-vol1,150,
3000,Enterprise And Community Svcs,3100,2022-23,adopted,budget-fy2022-23-vol1,150,
5100,Debt Service & 5400 PERS UAL Programs,1223,2021-22,adopted,budget-fy2022-23-vol1,150,
5100,Debt Service & 5400 PERS UAL Programs,783,2022-23,proposed,budget-fy2022-23-vol1,150,
5100,Debt Service & 5400 PERS UAL Programs,783,2022-23,approved,budget-fy2022-23-vol1,150,
5100,Debt Service & 5400 PERS UAL Programs,783,2022-23,adopted,budget-fy2022-23-vol1,150,
5200,Transfers Of Funds,5492,2018-19,actual-budgetary,budget-fy2022-23-vol1,150,
5200,Transfers Of Funds,1311,2019-20,actual-budgetary,budget-fy2022-23-vol1,150,
5200,Transfers Of Funds,1198,2020-21,actual-budgetary,budget-fy2022-23-vol1,150,
5200,Transfers Of Funds,1136,2021-22,adopted,budget-fy2022-23-vol1,150,
5200,Transfers Of Funds,1302,2022-23,proposed,budget-fy2022-23-vol1,150,
5200,Transfers Of Funds,1302,2022-23,approved,budget-fy2022-23-vol1,150,
5200,Transfers Of Funds,1302,2022-23,adopted,budget-fy2022-23-vol1,150,
6000,Contingencies,51896,2021-22,adopted,budget-fy2022-23-vol1,150,
6000,Contingencies,50967,2022-23,proposed,budget-fy2022-23-vol1,150,
6000,Contingencies,50768,2022-23,approved,budget-fy2022-23-vol1,150,
6000,Contingencies,50768,2022-23,adopted,budget-fy2022-23-vol1,150,
7000,Unappropriated Fund Balance,39887,2018-19,actual-budgetary,budget-fy2022-23-vol1,150,
7000,Unappropriated Fund Balance,64474,2019-20,actual-budgetary,budget-fy2022-23-vol1,150,
7000,Unappropriated Fund Balance,88691,2020-21,actual-budgetary,budget-fy2022-23-vol1,150,
,TOTAL REQUIREMENTS,660592,2018-19,actual-budgetary,budget-fy2022-23-vol1,150,
,TOTAL REQUIREMENTS,709092,2019-20,actual-budgetary,budget-fy2022-23-vol1,150,
,TOTAL REQUIREMENTS,744589,2020-21,actual-budgetary,budget-fy2022-23-vol1,150,
,TOTAL REQUIREMENTS,771963,2021-22,adopted,budget-fy2022-23-vol1,150,
,TOTAL REQUIREMENTS,794585,2022-23,proposed,budget-fy2022-23-vol1,150,
,TOTAL REQUIREMENTS,804062,2022-23,approved,budget-fy2022-23-vol1,150,
,TOTAL REQUIREMENTS,804062,2022-23,adopted,budget-fy2022-23-vol1,150,
