object_code,label,amount_k,fy,basis,doc_id,page,notes
100,Salaries (subtotal),303824.963,2015-16,actual-budgetary,budget-fy2018-19-book,89,native unit whole dollars; 300-series and 500-series appear only as multiple printed subtotals (no single 300/500 total printed); contingency/EFB carried at printed account codes
100,Salaries (subtotal),314778.039,2016-17,actual-budgetary,budget-fy2018-19-book,89,
100,Salaries (subtotal),336852.402,2017-18,revised,budget-fy2018-19-book,89,
100,Salaries (subtotal),343579.017,2018-19,proposed,budget-fy2018-19-book,89,
100,Salaries (subtotal),344088.223,2018-19,approved,budget-fy2018-19-book,89,
100,Salaries (subtotal),344088.223,2018-19,adopted,budget-fy2018-19-book,89,
200,Employee Benefits (subtotal),141567.091,2015-16,actual-budgetary,budget-fy2018-19-book,89,
200,Employee Benefits (subtotal),151382.402,2016-17,actual-budgetary,budget-fy2018-19-book,89,
200,Employee Benefits (subtotal),161522.343,2017-18,revised,budget-fy2018-19-book,89,
200,Employee Benefits (subtotal),173619.033,2018-19,proposed,budget-fy2018-19-book,89,
200,Employee Benefits (subtotal),171494.515,2018-19,approved,budget-fy2018-19-book,89,
200,Employee Benefits (subtotal),171494.515,2018-19,adopted,budget-fy2018-19-book,89,
300,Instructional Prof. & Technical Services,6666.665,2015-16,actual-budgetary,budget-fy2018-19-book,90,
300,Instructional Prof. & Technical Services,6472.225,2016-17,actual-budgetary,budget-fy2018-19-book,90,
300,Instructional Prof. & Technical Services,7302.153,2017-18,revised,budget-fy2018-19-book,90,
300,Instructional Prof. & Technical Services,6752.024,2018-19,proposed,budget-fy2018-19-book,90,
300,Instructional Prof. & Technical Services,5688.322,2018-19,approved,budget-fy2018-19-book,90,
300,Instructional Prof. & Technical Services,5353.666,2018-19,adopted,budget-fy2018-19-book,90,
300,Property Services,16365.664,2015-16,actual-budgetary,budget-fy2018-19-book,90,
300,Property Services,17796.200,2016-17,actual-budgetary,budget-fy2018-19-book,90,
300,Property Services,17825.406,2017-18,revised,budget-fy2018-19-book,90,
300,Property Services,17413.887,2018-19,proposed,budget-fy2018-19-book,90,
300,Property Services,17193.810,2018-19,approved,budget-fy2018-19-book,90,
300,Property Services,17193.810,2018-19,adopted,budget-fy2018-19-book,90,
300,Transportation Services,14051.494,2015-16,actual-budgetary,budget-fy2018-19-book,90,
300,Transportation Services,14022.202,2016-17,actual-budgetary,budget-fy2018-19-book,90,
300,Transportation Services,13924.953,2017-18,revised,budget-fy2018-19-book,90,
300,Transportation Services,16481.891,2018-19,proposed,budget-fy2018-19-book,90,
300,Transportation Services,17557.890,2018-19,approved,budget-fy2018-19-book,90,
300,Transportation Services,17557.890,2018-19,adopted,budget-fy2018-19-book,90,
300,Travel,1183.728,2015-16,actual-budgetary,budget-fy2018-19-book,90,
300,Travel,1215.242,2016-17,actual-budgetary,budget-fy2018-19-book,90,
300,Travel,501.995,2017-18,revised,budget-fy2018-19-book,90,
300,Travel,520.701,2018-19,proposed,budget-fy2018-19-book,90,
300,Travel,566.246,2018-19,approved,budget-fy2018-19-book,90,
300,Travel,566.246,2018-19,adopted,budget-fy2018-19-book,90,
300,Communications,3153.466,2015-16,actual-budgetary,budget-fy2018-19-book,90,
300,Communications,2942.088,2016-17,actual-budgetary,budget-fy2018-19-book,90,
300,Communications,2338.147,2017-18,revised,budget-fy2018-19-book,90,
300,Communications,3087.834,2018-19,proposed,budget-fy2018-19-book,90,
300,Communications,3086.593,2018-19,approved,budget-fy2018-19-book,90,
300,Communications,3086.593,2018-19,adopted,budget-fy2018-19-book,90,
300,Charter Schools (536000),12611.042,2015-16,actual-budgetary,budget-fy2018-19-book,90,
300,Charter Schools (536000),13100.673,2016-17,actual-budgetary,budget-fy2018-19-book,90,
300,Charter Schools (536000),13623.321,2017-18,revised,budget-fy2018-19-book,90,
300,Charter Schools (536000),14839.768,2018-19,proposed,budget-fy2018-19-book,90,
300,Charter Schools (536000),14839.768,2018-19,approved,budget-fy2018-19-book,90,
300,Charter Schools (536000),14839.768,2018-19,adopted,budget-fy2018-19-book,90,
300,Tuition Payments,7681.196,2015-16,actual-budgetary,budget-fy2018-19-book,91,
300,Tuition Payments,8914.610,2016-17,actual-budgetary,budget-fy2018-19-book,91,
300,Tuition Payments,9510.883,2017-18,revised,budget-fy2018-19-book,91,
300,Tuition Payments,9593.889,2018-19,proposed,budget-fy2018-19-book,91,
300,Tuition Payments,9593.889,2018-19,approved,budget-fy2018-19-book,91,
300,Tuition Payments,9593.889,2018-19,adopted,budget-fy2018-19-book,91,
300,Non-Instruct. Prof. & Tech. Services,12191.820,2015-16,actual-budgetary,budget-fy2018-19-book,91,
300,Non-Instruct. Prof. & Tech. Services,14175.953,2016-17,actual-budgetary,budget-fy2018-19-book,91,
300,Non-Instruct. Prof. & Tech. Services,7884.336,2017-18,revised,budget-fy2018-19-book,91,
300,Non-Instruct. Prof. & Tech. Services,14629.789,2018-19,proposed,budget-fy2018-19-book,91,
300,Non-Instruct. Prof. & Tech. Services,17955.970,2018-19,approved,budget-fy2018-19-book,91,
300,Non-Instruct. Prof. & Tech. Services,18272.626,2018-19,adopted,budget-fy2018-19-book,91,
400,Supplies & Materials,12902.387,2015-16,actual-budgetary,budget-fy2018-19-book,92,
400,Supplies & Materials,12182.359,2016-17,actual-budgetary,budget-fy2018-19-book,92,
400,Supplies & Materials,13982.181,2017-18,revised,budget-fy2018-19-book,92,
400,Supplies & Materials,12728.905,2018-19,proposed,budget-fy2018-19-book,92,
400,Supplies & Materials,14225.118,2018-19,approved,budget-fy2018-19-book,92,
400,Supplies & Materials,14225.118,2018-19,adopted,budget-fy2018-19-book,92,
500,Building Acquisition and Improvements,2.619,2015-16,actual-budgetary,budget-fy2018-19-book,92,
500,Building Acquisition and Improvements,61.054,2016-17,actual-budgetary,budget-fy2018-19-book,92,
500,Building Acquisition and Improvements,0.000,2017-18,revised,budget-fy2018-19-book,92,
500,Building Acquisition and Improvements,0.000,2018-19,proposed,budget-fy2018-19-book,92,
500,Building Acquisition and Improvements,0.000,2018-19,approved,budget-fy2018-19-book,92,
500,Building Acquisition and Improvements,0.000,2018-19,adopted,budget-fy2018-19-book,92,
500,Equipment,765.326,2015-16,actual-budgetary,budget-fy2018-19-book,92,
500,Equipment,1207.284,2016-17,actual-budgetary,budget-fy2018-19-book,92,
500,Equipment,210.196,2017-18,revised,budget-fy2018-19-book,92,
500,Equipment,209.547,2018-19,proposed,budget-fy2018-19-book,92,
500,Equipment,476.624,2018-19,approved,budget-fy2018-19-book,92,
500,Equipment,476.624,2018-19,adopted,budget-fy2018-19-book,92,
500,Technology,1537.947,2015-16,actual-budgetary,budget-fy2018-19-book,92,
500,Technology,1856.766,2016-17,actual-budgetary,budget-fy2018-19-book,92,
500,Technology,677.303,2017-18,revised,budget-fy2018-19-book,92,
500,Technology,490.255,2018-19,proposed,budget-fy2018-19-book,92,
500,Technology,577.255,2018-19,approved,budget-fy2018-19-book,92,
500,Technology,577.255,2018-19,adopted,budget-fy2018-19-book,92,
500,Other Capital Outlay,431.272,2015-16,actual-budgetary,budget-fy2018-19-book,92,
500,Other Capital Outlay,439.474,2016-17,actual-budgetary,budget-fy2018-19-book,92,
500,Other Capital Outlay,449.934,2017-18,revised,budget-fy2018-19-book,92,
500,Other Capital Outlay,430.000,2018-19,proposed,budget-fy2018-19-book,92,
500,Other Capital Outlay,430.000,2018-19,approved,budget-fy2018-19-book,92,
500,Other Capital Outlay,430.000,2018-19,adopted,budget-fy2018-19-book,92,
600,Other Accounts (subtotal),3552.821,2015-16,actual-budgetary,budget-fy2018-19-book,92,
600,Other Accounts (subtotal),3707.442,2016-17,actual-budgetary,budget-fy2018-19-book,92,
600,Other Accounts (subtotal),4987.753,2017-18,revised,budget-fy2018-19-book,92,
600,Other Accounts (subtotal),5460.133,2018-19,proposed,budget-fy2018-19-book,92,
600,Other Accounts (subtotal),6097.369,2018-19,approved,budget-fy2018-19-book,92,
600,Other Accounts (subtotal),6115.369,2018-19,adopted,budget-fy2018-19-book,92,
700,Transfers to Other Funds (571000),7407.357,2015-16,actual-budgetary,budget-fy2018-19-book,92,
700,Transfers to Other Funds (571000),15941.275,2016-17,actual-budgetary,budget-fy2018-19-book,92,
700,Transfers to Other Funds (571000),5335.441,2017-18,revised,budget-fy2018-19-book,92,
700,Transfers to Other Funds (571000),6912.441,2018-19,proposed,budget-fy2018-19-book,92,
700,Transfers to Other Funds (571000),5878.818,2018-19,approved,budget-fy2018-19-book,92,
700,Transfers to Other Funds (571000),5878.818,2018-19,adopted,budget-fy2018-19-book,92,
581000,Operating Contingency,0.000,2015-16,actual-budgetary,budget-fy2018-19-book,92,
581000,Operating Contingency,0.000,2016-17,actual-budgetary,budget-fy2018-19-book,92,
581000,Operating Contingency,19733.094,2017-18,revised,budget-fy2018-19-book,92,
581000,Operating Contingency,23789.826,2018-19,proposed,budget-fy2018-19-book,92,
581000,Operating Contingency,25252.055,2018-19,approved,budget-fy2018-19-book,92,
581000,Operating Contingency,25252.055,2018-19,adopted,budget-fy2018-19-book,92,
376520,Ending Fund Balance,37835.045,2015-16,actual-budgetary,budget-fy2018-19-book,92,
376520,Ending Fund Balance,20104.463,2016-17,actual-budgetary,budget-fy2018-19-book,92,
376520,Ending Fund Balance,14805.081,2017-18,revised,budget-fy2018-19-book,92,
376520,Ending Fund Balance,0.000,2018-19,proposed,budget-fy2018-19-book,92,
376520,Ending Fund Balance,0.000,2018-19,approved,budget-fy2018-19-book,92,
376520,Ending Fund Balance,0.000,2018-19,adopted,budget-fy2018-19-book,92,
,Total Requirements by Account,583731.903,2015-16,actual-budgetary,budget-fy2018-19-book,92,
,Total Requirements by Account,600300.820,2016-17,actual-budgetary,budget-fy2018-19-book,92,
,Total Requirements by Account,631466.922,2017-18,revised,budget-fy2018-19-book,92,
,Total Requirements by Account,650538.941,2018-19,proposed,budget-fy2018-19-book,92,
,Total Requirements by Account,655002.466,2018-19,approved,budget-fy2018-19-book,92,
,Total Requirements by Account,655002.466,2018-19,adopted,budget-fy2018-19-book,92,
