source,amount_k,fy,basis,doc_id,page,notes
Beginning Balance,20104.463,2017-18,revised,budget-fy2018-19-book,72,"native unit whole dollars; summary table folds acct 412000 ($8,400) and Food Service Sales ($105,000) into Other Local Sources vs the fund-detail classification on pp.82-83"
Beginning Balance,33054.408,2018-19,proposed,budget-fy2018-19-book,72,
Beginning Balance,34729.617,2018-19,approved,budget-fy2018-19-book,72,
Beginning Balance,34729.617,2018-19,adopted,budget-fy2018-19-book,72,
Revenue from Taxes,342300.638,2017-18,revised,budget-fy2018-19-book,72,
Revenue from Taxes,356025.337,2018-19,proposed,budget-fy2018-19-book,72,
Revenue from Taxes,355943.637,2018-19,approved,budget-fy2018-19-book,72,
Revenue from Taxes,355943.637,2018-19,adopted,budget-fy2018-19-book,72,
Tuition,190.000,2017-18,revised,budget-fy2018-19-book,72,
Tuition,140.000,2018-19,proposed,budget-fy2018-19-book,72,
Tuition,190.000,2018-19,approved,budget-fy2018-19-book,72,
Tuition,190.000,2018-19,adopted,budget-fy2018-19-book,72,
Earnings on Investment,3144.456,2017-18,revised,budget-fy2018-19-book,72,
Earnings on Investment,2895.398,2018-19,proposed,budget-fy2018-19-book,72,
Earnings on Investment,2895.398,2018-19,approved,budget-fy2018-19-book,72,
Earnings on Investment,2895.398,2018-19,adopted,budget-fy2018-19-book,72,
Extra-curricular Activities,705.941,2017-18,revised,budget-fy2018-19-book,72,
Extra-curricular Activities,692.870,2018-19,proposed,budget-fy2018-19-book,72,
Extra-curricular Activities,705.941,2018-19,approved,budget-fy2018-19-book,72,
Extra-curricular Activities,705.941,2018-19,adopted,budget-fy2018-19-book,72,
Other Local Sources,7919.127,2017-18,revised,budget-fy2018-19-book,72,
Other Local Sources,7952.043,2018-19,proposed,budget-fy2018-19-book,72,
Other Local Sources,8932.822,2018-19,approved,budget-fy2018-19-book,72,
Other Local Sources,8932.822,2018-19,adopted,budget-fy2018-19-book,72,
Intermediate Sources,13253.414,2017-18,revised,budget-fy2018-19-book,72,
Intermediate Sources,13348.234,2018-19,proposed,budget-fy2018-19-book,72,
Intermediate Sources,13348.234,2018-19,approved,budget-fy2018-19-book,72,
Intermediate Sources,13348.234,2018-19,adopted,budget-fy2018-19-book,72,
State Sources,242799.002,2017-18,revised,budget-fy2018-19-book,72,
State Sources,236430.651,2018-19,proposed,budget-fy2018-19-book,72,
State Sources,238206.817,2018-19,approved,budget-fy2018-19-book,72,
State Sources,238206.817,2018-19,adopted,budget-fy2018-19-book,72,
Federal Sources,0.000,2017-18,revised,budget-fy2018-19-book,72,
Federal Sources,0.000,2018-19,proposed,budget-fy2018-19-book,72,
Federal Sources,0.000,2018-19,approved,budget-fy2018-19-book,72,
Federal Sources,0.000,2018-19,adopted,budget-fy2018-19-book,72,
Other Sources,1049.881,2017-18,revised,budget-fy2018-19-book,72,
Other Sources,0.000,2018-19,proposed,budget-fy2018-19-book,72,
Other Sources,50.000,2018-19,approved,budget-fy2018-19-book,72,
Other Sources,50.000,2018-19,adopted,budget-fy2018-19-book,72,
Total Resources,631466.922,2017-18,revised,budget-fy2018-19-book,72,
Total Resources,650538.941,2018-19,proposed,budget-fy2018-19-book,72,
Total Resources,655002.466,2018-19,approved,budget-fy2018-19-book,72,
Total Resources,655002.466,2018-19,adopted,budget-fy2018-19-book,72,
Beginning Fund Balance (376510),34441.540,2015-16,actual-budgetary,budget-fy2018-19-book,81,actual-year columns exist only in the Fund 101 detail table; classification differs slightly from the p.72 summary (412000 and food service placement)
Beginning Fund Balance (376510),37835.045,2016-17,actual-budgetary,budget-fy2018-19-book,81,
Revenue from Taxes (detail subtotal),308943.364,2015-16,actual-budgetary,budget-fy2018-19-book,82,
Revenue from Taxes (detail subtotal),325600.800,2016-17,actual-budgetary,budget-fy2018-19-book,82,
Tuition (detail subtotal),181.105,2015-16,actual-budgetary,budget-fy2018-19-book,82,
Tuition (detail subtotal),76.444,2016-17,actual-budgetary,budget-fy2018-19-book,82,
Earnings on Investment (detail subtotal),887.202,2015-16,actual-budgetary,budget-fy2018-19-book,82,
Earnings on Investment (detail subtotal),1567.003,2016-17,actual-budgetary,budget-fy2018-19-book,82,
Food Service Sales (detail subtotal),0.000,2015-16,actual-budgetary,budget-fy2018-19-book,82,
Food Service Sales (detail subtotal),0.367,2016-17,actual-budgetary,budget-fy2018-19-book,82,
Extra-Curricular Activities (detail subtotal),808.200,2015-16,actual-budgetary,budget-fy2018-19-book,82,
Extra-Curricular Activities (detail subtotal),653.650,2016-17,actual-budgetary,budget-fy2018-19-book,82,
Other Revenue from Local Sources (detail subtotal),8163.519,2015-16,actual-budgetary,budget-fy2018-19-book,83,
Other Revenue from Local Sources (detail subtotal),7727.630,2016-17,actual-budgetary,budget-fy2018-19-book,83,
Intermediate Sources (detail subtotal),13102.988,2015-16,actual-budgetary,budget-fy2018-19-book,83,
Intermediate Sources (detail subtotal),13120.580,2016-17,actual-budgetary,budget-fy2018-19-book,83,
State Sources (detail subtotal),217062.513,2015-16,actual-budgetary,budget-fy2018-19-book,83,
State Sources (detail subtotal),213687.766,2016-17,actual-budgetary,budget-fy2018-19-book,83,
Federal Sources (detail subtotal),24.767,2015-16,actual-budgetary,budget-fy2018-19-book,83,
Federal Sources (detail subtotal),7.016,2016-17,actual-budgetary,budget-fy2018-19-book,83,
Other Sources (detail subtotal),116.705,2015-16,actual-budgetary,budget-fy2018-19-book,83,
Other Sources (detail subtotal),24.521,2016-17,actual-budgetary,budget-fy2018-19-book,83,
Total Resources,583731.903,2015-16,actual-budgetary,budget-fy2018-19-book,83,
Total Resources,600300.820,2016-17,actual-budgetary,budget-fy2018-19-book,83,
