function_code,label,amount_k,fy,basis,doc_id,page,notes
1000,Instruction,376786,2022-23,actual-budgetary,budget-fy2026-27-vol1,109,"native unit thousands; dashes recorded as 0; 4000 adopted 2026-27 prints 1 (i.e. $1K placeholder; column foots to 862,112 only with it); Budget FTE 2025-26 4,817.50 / 2026-27 4,481.34; Proposed/Approved 2026-27 identical to Adopted"
1000,Instruction,411711,2023-24,actual-budgetary,budget-fy2026-27-vol1,109,
1000,Instruction,439231,2024-25,actual-budgetary,budget-fy2026-27-vol1,109,
1000,Instruction,458417,2025-26,adopted,budget-fy2026-27-vol1,109,
1000,Instruction,458888,2026-27,adopted,budget-fy2026-27-vol1,109,
2000,Support Services,343359,2022-23,actual-budgetary,budget-fy2026-27-vol1,109,
2000,Support Services,370577,2023-24,actual-budgetary,budget-fy2026-27-vol1,109,
2000,Support Services,356910,2024-25,actual-budgetary,budget-fy2026-27-vol1,109,
2000,Support Services,347191,2025-26,adopted,budget-fy2026-27-vol1,109,
2000,Support Services,345021,2026-27,adopted,budget-fy2026-27-vol1,109,
3000,Enterprise and Community Services,3114,2022-23,actual-budgetary,budget-fy2026-27-vol1,109,
3000,Enterprise and Community Services,4123,2023-24,actual-budgetary,budget-fy2026-27-vol1,109,
3000,Enterprise and Community Services,4727,2024-25,actual-budgetary,budget-fy2026-27-vol1,109,
3000,Enterprise and Community Services,4617,2025-26,adopted,budget-fy2026-27-vol1,109,
3000,Enterprise and Community Services,2391,2026-27,adopted,budget-fy2026-27-vol1,109,
4000,Facilities Acquisition and Construction,0,2022-23,actual-budgetary,budget-fy2026-27-vol1,109,
4000,Facilities Acquisition and Construction,0,2023-24,actual-budgetary,budget-fy2026-27-vol1,109,
4000,Facilities Acquisition and Construction,0,2024-25,actual-budgetary,budget-fy2026-27-vol1,109,
4000,Facilities Acquisition and Construction,0,2025-26,adopted,budget-fy2026-27-vol1,109,
4000,Facilities Acquisition and Construction,1,2026-27,adopted,budget-fy2026-27-vol1,109,
5200,Transfers of Funds,1282,2022-23,actual-budgetary,budget-fy2026-27-vol1,109,
5200,Transfers of Funds,887,2023-24,actual-budgetary,budget-fy2026-27-vol1,109,
5200,Transfers of Funds,10643,2024-25,actual-budgetary,budget-fy2026-27-vol1,109,
5200,Transfers of Funds,17176,2025-26,adopted,budget-fy2026-27-vol1,109,
5200,Transfers of Funds,14755,2026-27,adopted,budget-fy2026-27-vol1,109,
6000,Contingencies,0,2022-23,actual-budgetary,budget-fy2026-27-vol1,109,
6000,Contingencies,0,2023-24,actual-budgetary,budget-fy2026-27-vol1,109,
6000,Contingencies,0,2024-25,actual-budgetary,budget-fy2026-27-vol1,109,
6000,Contingencies,41179,2025-26,adopted,budget-fy2026-27-vol1,109,
6000,Contingencies,41056,2026-27,adopted,budget-fy2026-27-vol1,109,
7000,Unappropriated Fund Balance,105497,2022-23,actual-budgetary,budget-fy2026-27-vol1,109,
7000,Unappropriated Fund Balance,86078,2023-24,actual-budgetary,budget-fy2026-27-vol1,109,
7000,Unappropriated Fund Balance,44323,2024-25,actual-budgetary,budget-fy2026-27-vol1,109,
7000,Unappropriated Fund Balance,0,2025-26,adopted,budget-fy2026-27-vol1,109,
7000,Unappropriated Fund Balance,0,2026-27,adopted,budget-fy2026-27-vol1,109,
