object_code,label,amount_k,fy,basis,doc_id,page,notes
111,Licensed Salaries,201301,2016-17,actual-budgetary,budget-fy2020-21-vol1,119,"native unit thousands; Summary of Requirements by Major Object - General Funds; salary rows print PPS minor-object codes (111/1121/1122/113); 'Other Salaries' printed without a code, mapped to 100"
111,Licensed Salaries,216251,2017-18,actual-budgetary,budget-fy2020-21-vol1,119,
111,Licensed Salaries,224724,2018-19,actual-budgetary,budget-fy2020-21-vol1,119,
111,Licensed Salaries,231254,2019-20,revised,budget-fy2020-21-vol1,119,
111,Licensed Salaries,232786,2020-21,proposed,budget-fy2020-21-vol1,119,
111,Licensed Salaries,232786,2020-21,approved,budget-fy2020-21-vol1,119,
111,Licensed Salaries,232786,2020-21,adopted,budget-fy2020-21-vol1,119,
1121,Classified - Represented,44205,2016-17,actual-budgetary,budget-fy2020-21-vol1,119,
1121,Classified - Represented,44190,2017-18,actual-budgetary,budget-fy2020-21-vol1,119,
1121,Classified - Represented,46871,2018-19,actual-budgetary,budget-fy2020-21-vol1,119,
1121,Classified - Represented,52631,2019-20,revised,budget-fy2020-21-vol1,119,
1121,Classified - Represented,58207,2020-21,proposed,budget-fy2020-21-vol1,119,
1121,Classified - Represented,58207,2020-21,approved,budget-fy2020-21-vol1,119,
1121,Classified - Represented,58207,2020-21,adopted,budget-fy2020-21-vol1,119,
1122,Non - Represented Staff,24348,2016-17,actual-budgetary,budget-fy2020-21-vol1,119,
1122,Non - Represented Staff,24439,2017-18,actual-budgetary,budget-fy2020-21-vol1,119,
1122,Non - Represented Staff,23853,2018-19,actual-budgetary,budget-fy2020-21-vol1,119,
1122,Non - Represented Staff,29614,2019-20,revised,budget-fy2020-21-vol1,119,
1122,Non - Represented Staff,33797,2020-21,proposed,budget-fy2020-21-vol1,119,
1122,Non - Represented Staff,33797,2020-21,approved,budget-fy2020-21-vol1,119,
1122,Non - Represented Staff,33797,2020-21,adopted,budget-fy2020-21-vol1,119,
113,Administrators,24886,2016-17,actual-budgetary,budget-fy2020-21-vol1,119,
